zipcode,area,city
31172,"Manunggal Jaya, Rambang Dangku",Muara Enim
31172,"Manunggal Makmur, Rambang Dangku",Muara Enim
31172,"Muara Emburung, Rambang Dangku",Muara Enim
31172,"Muara Niru, Rambang Dangku",Muara Enim
31172,"Pangkalan Babat, Rambang Dangku",Muara Enim
31172,"Siku, Rambang Dangku",Muara Enim
31172,"Suban Jeriji, Rambang Dangku",Muara Enim
31172,"Tanjung Menang, Rambang Dangku",Muara Enim
31172,"Tebat Agung, Rambang Dangku",Muara Enim
31173,"Air Keruh, Rambang",Muara Enim
31173,"Aur, Lubai",Muara Enim
31173,"Baru Rambang, Rambang",Muara Enim
31173,"Beringin, Lubai",Muara Enim
31173,"Gunung Raja, Lubai",Muara Enim
31173,"Jiwa Baru, Lubai",Muara Enim
31173,"Karang Agung, Lubai",Muara Enim
31173,"Karang Mulia, Lubai",Muara Enim
31173,"Karang Sari, Lubai",Muara Enim
31173,"Kencana Mulia, Rambang",Muara Enim
31173,"Kota Baru, Lubai",Muara Enim
31173,"Lecah, Lubai",Muara Enim
31173,"Lubai Makmur, Lubai",Muara Enim
31173,"Lubai Persada, Lubai",Muara Enim
31173,"Marga Mulia, Rambang",Muara Enim
31173,"Mekar Jaya, Lubai",Muara Enim
31173,"Negeri Agung, Rambang",Muara Enim
31173,"Pagar Agung, Rambang",Muara Enim
31173,"Pagar Dewa, Lubai",Muara Enim
31173,"Pagar Gunung, Lubai",Muara Enim
31173,"Prabu Menang, Lubai",Muara Enim
31173,"Sugih Waras, Rambang",Muara Enim
31173,"Sugihan, Rambang",Muara Enim
31173,"Suka Merindu, Lubai",Muara Enim
31173,"Sukarami, Rambang",Muara Enim
31173,"Sumber Asri, Lubai",Muara Enim
31173,"Sumber Mulya, Lubai",Muara Enim
31173,"Sumber Rahayu, Rambang",Muara Enim
31173,"Tanjung Dalam, Rambang",Muara Enim
31173,"Tanjung Kemala, Lubai",Muara Enim
31173,"Tanjung Raya, Rambang",Muara Enim
31211,"Talang Ubi Barat, Talang Ubi",Muara Enim
31212,"Talang Ubi Selatan, Talang Ubi",Muara Enim
31213,"Talang Ubi Timur, Talang Ubi",Muara Enim
31214,"Benakat Minyak, Talang Ubi",Muara Enim
31214,"Benuang, Talang Ubi",Muara Enim
31214,"Handayani Mulya, Talang Ubi",Muara Enim
31214,"Kertadewa, Talang Ubi",Muara Enim
31214,"Panta Dewa, Talang Ubi",Muara Enim
31214,"Psr.Bayangkara, Talang Ubi",Muara Enim
31214,"Semangus, Talang Ubi",Muara Enim
31214,"Sinar Dewa, Talang Ubi",Muara Enim
31214,"Suka Damai, Talang Ubi",Muara Enim
31214,"Sukamaju, Talang Ubi",Muara Enim
31214,"Sungai Baung, Talang Ubi",Muara Enim
31214,"Sungai Ibul, Talang Ubi",Muara Enim
31214,"Talang Akar, Talang Ubi",Muara Enim
31214,"Talang Bulang, Talang Ubi",Muara Enim
31214,"Talang Ubi Utara, Talang Ubi",Muara Enim
31311,"Air Lintang, Muara Enim",Muara Enim
31311,"Harapan Jaya, Muara Enim",Muara Enim
31311,"Karang Raja, Muara Enim",Muara Enim
31311,"Kepur, Muara Enim",Muara Enim
31311,"Lubuk Empelas, Muara Enim",Muara Enim
31311,"Muara Harapan, Muara Enim",Muara Enim
31311,"Muara Lawai, Muara Enim",Muara Enim
31311,"Pasar I, Muara Enim",Muara Enim
31311,"Saka Jaya, Muara Enim",Muara Enim
31311,"Tanjung Jati, Muara Enim",Muara Enim
31311,"Tanjung Raja, Muara Enim",Muara Enim
31311,"Tanjung Serian, Muara Enim",Muara Enim
31312,"Muara Enim, Muara Enim",Muara Enim
31313,"Tungkal, Muara Enim",Muara Enim
31314,"Bumiayu, Tanah Abang",Muara Enim
31314,"Curup, Tanah Abang",Muara Enim
31314,"Harapan Jaya, Tanah Abang",Muara Enim
31314,"Lunas Jaya, Tanah Abang",Muara Enim
31314,"Modong, Tanah Abang",Muara Enim
31314,"Muara Sungai, Tanah Abang",Muara Enim
31314,"Pandan, Tanah Abang",Muara Enim
31314,"Pasar Iii, Muara Enim",Muara Enim
31314,"Raja, Tanah Abang",Muara Enim
31314,"Raja Barat, Tanah Abang",Muara Enim
31314,"Sedupi, Tanah Abang",Muara Enim
31314,"Sukaraja, Tanah Abang",Muara Enim
31314,"Tanah Abang Selatan, Tanah Abang",Muara Enim
31314,"Tanah Abang Utara, Tanah Abang",Muara Enim
31314,"Tanjung Dalam, Tanah Abang",Muara Enim
31315,"Air Itam Barat, Penukal (Penukal Abab)",Muara Enim
31315,"Air Itam Timur, Penukal (Penukal Abab)",Muara Enim
31315,"Babat, Penukal (Penukal Abab)",Muara Enim
31315,"Betung, Abab",Muara Enim
31315,"Betung Barat, Abab",Muara Enim
31315,"Gunung Menang, Penukal (Penukal Abab)",Muara Enim
31315,"Gunung Raja, Penukal (Penukal Abab)",Muara Enim
31315,"Karang Agung, Abab",Muara Enim
31315,"Karang Tanding, Penukal Utara",Muara Enim
31315,"Kota Baru, Penukal Utara",Muara Enim
31315,"Lubuk Tampui, Penukal Utara",Muara Enim
31315,"Mangkunegara, Penukal (Penukal Abab)",Muara Enim
31315,"Muara Ikan, Penukal Utara",Muara Enim
31315,"Pasar Ii, Muara Enim",Muara Enim
31315,"Pengabuan, Abab",Muara Enim
31315,"Pengabuan Timur, Abab",Muara Enim
31315,"Perambatan, Abab",Muara Enim
31315,"Prabumenang, Penukal Utara",Muara Enim
31315,"Purun, Penukal (Penukal Abab)",Muara Enim
31315,"Rajajaya, Penukal (Penukal Abab)",Muara Enim
31315,"Spantan Jaya (Sepantan), Penukal (Penukal Abab)",Muara Enim
31315,"Sukarami, Penukal Utara",Muara Enim
31315,"Sungai Langan, Penukal (Penukal Abab)",Muara Enim
31315,"Tambak, Penukal Utara",Muara Enim
31315,"Tanding Marga, Penukal Utara",Muara Enim
31315,"Tanjung Baru, Penukal Utara",Muara Enim
31315,"Tanjung Kurung, Abab",Muara Enim
31315,"Tempirai, Penukal Utara",Muara Enim
31315,"Tempirai Selatan, Penukal Utara",Muara Enim
31315,"Tempirai Timur, Penukal Utara",Muara Enim
31315,"Tempirai Utara, Penukal Utara",Muara Enim
31351,"Guci, Ujan Mas",Muara Enim
31351,"Muara Gula Baru, Ujan Mas",Muara Enim
31351,"Muara Gula Lama, Ujan Mas",Muara Enim
31351,"Pinang Belarik, Ujan Mas",Muara Enim
31351,"Tanjung Raman, Ujan Mas",Muara Enim
31351,"Ujan Mas Baru, Ujan Mas",Muara Enim
31351,"Ujan Mas Lama, Ujan Mas",Muara Enim
31351,"Ulak Bandung, Ujan Mas",Muara Enim
31352,"Bangun Sari, Gunung Megang",Muara Enim
31352,"Belimbing, Gunung Megang",Muara Enim
31352,"Berugo, Gunung Megang",Muara Enim
31352,"Bulang, Gunung Megang",Muara Enim
31352,"Cinta Kasih, Gunung Megang",Muara Enim
31352,"Dalam, Gunung Megang",Muara Enim
31352,"Darmo Kasih, Gunung Megang",Muara Enim
31352,"Fajar Indah, Gunung Megang",Muara Enim
31352,"Gunung Megang Dalam, Gunung Megang",Muara Enim
31352,"Gunung Megang Luar, Gunung Megang",Muara Enim
31352,"Kayu Ara Sakti, Gunung Megang",Muara Enim
31352,"Lubuk Mumpo, Gunung Megang",Muara Enim
31352,"Panang Jaya, Gunung Megang",Muara Enim
31352,"Penanggiran, Gunung Megang",Muara Enim
31352,"Perjito, Gunung Megang",Muara Enim
31352,"Sidomulyo, Gunung Megang",Muara Enim
31352,"Sumaja Makmur, Gunung Megang",Muara Enim
31352,"Talang Padang, Gunung Megang",Muara Enim
31352,"Tanjung, Gunung Megang",Muara Enim
31352,"Tanjung Muning, Gunung Megang",Muara Enim
31352,"Tanjung Terang, Gunung Megang",Muara Enim
31352,"Teluk Lubuk, Gunung Megang",Muara Enim
31355,"Aremantai, Semendo Darat Ulu",Muara Enim
31355,"Bedegung, Tanjung Agung",Muara Enim
31355,"Cahaya Alam, Semendo Darat Ulu",Muara Enim
31355,"Datar Lebar, Semendo Darat Ulu",Muara Enim
31355,"Embawang, Tanjung Agung",Muara Enim
31355,"Indramayu, Tanjung Agung",Muara Enim
31355,"Lambur, Tanjung Agung",Muara Enim
31355,"Lebak Budi, Tanjung Agung",Muara Enim
31355,"Lesung Batu, Tanjung Agung",Muara Enim
31355,"Lubuk Nipis, Tanjung Agung",Muara Enim
31355,"Matas, Tanjung Agung",Muara Enim
31355,"Muara Emil, Tanjung Agung",Muara Enim
